TICL4	0.189679
TICL3	0.154226
TICL2	0.118773
TICL	0.08332
TIOCL	0.0993194
TIOCL2	0.1347724
TIOCL3	0.1702254
TIO2CL2	0.1507718
TIO2CL3	0.1862248
TI2O2CL3	0.2340918
TI2O2CL4	0.2695448
TI2O3CL2	0.2146382
TI2O3CL3	0.2500912
TI3O4CL4	0.3494106
TI5O6CL8	0.6189554
TI2O2CL6	0.3404508
TI2O2CL5	0.3049978
TICL2OCL	0.1702254
O2	0.0319988
O	0.0159994
CL	0.035453
CL2	0.070906
TI	0.047867
CLO	0.0514524
CL2O	0.0869054
CLOO	0.0674518
O3	0.0479982
AR	0.039948
TIO2	0.0798658
