Time,T,A2C2HB*,C2H3O,N-A1C2H2,NAPHTHYNE,C6H5OH,OH,CH2*,C5H3,C2H3,N-C6H5,C-C6H4,C5H5O,CH3,C2H5,H2C4O,A4-,C2H6,A2C2H2,CO2,C5H2,A1C2H3*,HCO,C4H4,A3C2H2,C4H,A3-1,A3C2H,H2,A2C2HA*,A1C2H)2,L-C6H6,A1C2H-,A1-,N-C6H7,C-C6H7,A1C2H3,N-C4H3,P2,C6H8,CH2O,A3,C4H6,C3H2,CH2,P2-H,C3H3,H2O,P2-,I-C6H5,A3-4,AR,I-C6H7,I-A1C2H2,C6H2,A2R5,N2,C2H,A2C2HA,CH2CO,C4H612,C2H4,A4,C5H4OH,CH2OH,C2H2,H2O2,HCCOH,A2,O2,A2-2,HCCO,A1C2H,AC3H4,A1C2H*,A2C2H)2,C4H2,A2-1,PC3H4,L-C6H4,C6H5O,C,CH4,C5H5,HO2,C2O,CH3OH,M0,I-C4H5,C5H6,CO,CH3O,O,A1,thermalConductivity,C6H3,mu,I-C4H3,H,N-C4H5,C6H,A2R5-,C5H4O,CH,A2C2HB,U:0,U:1,U:2,Vorticity:0,AngularVelocity,Normals:0,Normals:1,Normals:2,Points:0,Points:1,Points:2,,p,wdotA4,rho
0.0957633,1586.66,8.82145e-22,2.04303e-21,1.50968e-24,7.57312e-16,2.54906e-16,0.000211917,1.95173e-21,4.69319e-22,4.12859e-20,1.82516e-20,2.9374e-13,2.24553e-19,7.38041e-19,3.87071e-24,1.01713e-16,-9.21319e-23,1.75027e-25,1.2271e-31,0.119068,3.1061e-19,1.18106e-24,2.40123e-13,1.79683e-16,2.1331e-33,6.71539e-21,1.42336e-20,2.30622e-25,1.24705e-06,9.2519e-22,4.07592e-18,6.10312e-20,7.41399e-19,2.52444e-15,3.91899e-27,1.02092e-22,7.25949e-24,6.61337e-18,1.75632e-16,5.22541e-27,9.07727e-16,1.1278e-19,2.31165e-18,3.73689e-20,1.04719e-19,1.27783e-25,3.00346e-18,0.0469011,5.16925e-17,6.0181e-21,1.79555e-20,5.68927e-43,6.5052e-28,4.13775e-24,6.32265e-17,1.38803e-22,0.743008,4.10847e-20,1.60572e-20,3.54271e-16,2.69399e-22,2.85133e-18,-2.37586e-22,9.87744e-19,5.79023e-22,5.4659e-16,6.83287e-08,7.09392e-16,1.83355e-18,0.0923907,5.7476e-19,9.01429e-18,3.84342e-18,1.58866e-21,4.45511e-19,5.0559e-27,1.31646e-16,4.30276e-19,1.15417e-17,2.59614e-16,6.64137e-17,4.31694e-26,3.63112e-19,1.63429e-16,4.96433e-07,1.25856e-19,2.39733e-19,8.90993e+14,9.68622e-20,1.20686e-18,0.000132498,6.24228e-22,2.03713e-05,3.78148e-15,0.10588,5.17172e-18,5.69155e-05,4.94721e-18,7.67407e-08,2.32611e-18,1.89574e-20,1.56568e-22,2.18145e-16,1.94576e-22,1.61089e-20,-0.000567998,0,2.08496,0,0,0,1,0,3.42373e-05,0,0.0571604,,100000,0,0.21936
0.0959758,1580.11,9.14777e-22,2.17389e-21,1.59688e-24,8.1772e-16,2.71881e-16,0.000205533,1.9219e-21,4.33061e-22,4.26643e-20,1.85469e-20,3.13372e-13,2.41691e-19,7.55278e-19,4.11985e-24,1.06279e-16,-8.04921e-23,1.8667e-25,1.26706e-31,0.11835,2.94735e-19,1.24535e-24,2.27576e-13,1.91408e-16,2.2211e-33,6.51745e-21,1.47397e-20,2.41374e-25,1.19695e-06,9.59478e-22,4.35915e-18,6.27212e-20,7.84139e-19,2.68224e-15,3.90509e-27,1.07468e-22,7.7049e-24,6.77128e-18,1.89159e-16,5.28178e-27,8.58567e-16,1.17319e-19,2.45734e-18,3.73456e-20,1.04747e-19,1.34951e-25,3.1796e-18,0.0466306,5.52839e-17,5.88055e-21,1.85978e-20,5.66125e-43,6.23915e-28,4.38395e-24,6.30855e-17,1.44012e-22,0.743146,4.03461e-20,1.67282e-20,3.71533e-16,2.87196e-22,3.05962e-18,-2.08458e-22,1.06181e-18,5.6478e-22,5.7804e-16,6.80712e-08,7.56591e-16,1.92222e-18,0.0932309,5.99713e-19,9.07488e-18,4.09729e-18,1.68853e-21,4.71129e-19,5.17584e-27,1.3642e-16,4.49512e-19,1.22805e-17,2.69574e-16,7.11437e-17,3.83885e-26,3.75282e-19,1.74358e-16,4.88818e-07,1.20959e-19,2.51172e-19,8.86206e+14,1.0191e-19,1.28398e-18,0.000129546,6.34837e-22,1.96584e-05,4.04753e-15,0.105489,5.18976e-18,5.67639e-05,5.14964e-18,7.32103e-08,2.45045e-18,1.80557e-20,1.6182e-22,2.35394e-16,1.8277e-22,1.67817e-20,-0.000558502,0,2.08953,0,0,0,1,0,3.41177e-05,0,0.0576033,,100000,0,0.220296
0.0961881,1573.65,9.42542e-22,2.3001e-21,1.67947e-24,8.77014e-16,2.88389e-16,0.000199286,1.89392e-21,3.99077e-22,4.39746e-20,1.88296e-20,3.32647e-13,2.58439e-19,7.7206e-19,4.35892e-24,1.10708e-16,-6.96171e-23,1.97885e-25,1.29418e-31,0.117639,2.79736e-19,1.30559e-24,2.15499e-13,2.02788e-16,2.29602e-33,6.33038e-21,1.5166e-20,2.50933e-25,1.14815e-06,9.88663e-22,4.63394e-18,6.43572e-20,8.2484e-19,2.83482e-15,3.8911e-27,1.12612e-22,8.12823e-24,6.92348e-18,2.02471e-16,5.33501e-27,8.11182e-16,1.21253e-19,2.59855e-18,3.73253e-20,1.04796e-19,1.41868e-25,3.34904e-18,0.0463634,5.87883e-17,5.74961e-21,1.91395e-20,5.64723e-43,5.98673e-28,4.61756e-24,6.29554e-17,1.48283e-22,0.743283,3.96517e-20,1.73144e-20,3.88267e-16,3.04424e-22,3.26253e-18,-1.81066e-22,1.13417e-18,5.5132e-22,6.08783e-16,6.78169e-08,8.03031e-16,2.00187e-18,0.0940609,6.21659e-19,9.13361e-18,4.34171e-18,1.78487e-21,4.95522e-19,5.26983e-27,1.41041e-16,4.66547e-19,1.29933e-17,2.79214e-16,7.57395e-17,3.48253e-26,3.87179e-19,1.85004e-16,4.8135e-07,1.16326e-19,2.62302e-19,8.815e+14,1.06754e-19,1.35841e-18,0.000126669,6.45142e-22,1.89642e-05,4.30709e-15,0.105103,5.20714e-18,5.66144e-05,5.34338e-18,6.97898e-08,2.5698e-18,1.72029e-20,1.65812e-22,2.52329e-16,1.71678e-22,1.73695e-20,-0.000548904,0,2.09407,0,0,0,1,0,3.40003e-05,0,0.0580469,,100000,0,0.22122
0.0964002,1567.28,9.6566e-22,2.42158e-21,1.75743e-24,9.35143e-16,3.04419e-16,0.000193185,1.86786e-21,3.67404e-22,4.52168e-20,1.90998e-20,3.51549e-13,2.74791e-19,7.88387e-19,4.58788e-24,1.14996e-16,-5.97505e-23,2.08671e-25,1.31154e-31,0.116938,2.65635e-19,1.36183e-24,2.0391e-13,2.13818e-16,2.35832e-33,6.15449e-21,1.55164e-20,2.5933e-25,1.10072e-06,1.01298e-21,4.90002e-18,6.5938e-20,8.63479e-19,2.98205e-15,3.87714e-27,1.17522e-22,8.52957e-24,7.06992e-18,2.15558e-16,5.38517e-27,7.65649e-16,1.24603e-19,2.7352e-18,3.73085e-20,1.04866e-19,1.48529e-25,3.51167e-18,0.0460998,6.22023e-17,5.62554e-21,1.95855e-20,5.61921e-43,5.74834e-28,4.83856e-24,6.2837e-17,1.51722e-22,0.743418,3.9003e-20,1.7819e-20,4.04461e-16,3.21075e-22,3.45995e-18,-1.56056e-22,1.20479e-18,5.38671e-22,6.38798e-16,6.75663e-08,8.48677e-16,2.07271e-18,0.0948803,6.40696e-19,9.1906e-18,4.57651e-18,1.87765e-21,5.18676e-19,5.33929e-27,1.45506e-16,4.81448e-19,1.36797e-17,2.88526e-16,8.01988e-17,3.37603e-26,3.988e-19,1.95361e-16,4.74039e-07,1.11963e-19,2.73117e-19,8.76888e+14,1.11394e-19,1.43011e-18,0.000123872,6.55146e-22,1.82899e-05,4.56e-15,0.104723,5.22391e-18,5.6467e-05,5.52833e-18,6.64844e-08,2.6841e-18,1.64005e-20,1.68757e-22,2.68942e-16,1.61314e-22,1.78754e-20,-0.000539142,0,2.09858,0,0,0,1,0,3.38851e-05,0,0.0584911,,100000,0,0.222132
0.0966118,1561.03,9.84152e-22,2.53788e-21,1.83043e-24,9.91898e-16,3.19909e-16,0.000187257,1.84392e-21,3.38236e-22,4.63851e-20,1.93562e-20,3.7001e-13,2.90697e-19,8.04206e-19,4.80585e-24,1.19124e-16,-5.1141e-23,2.18991e-25,1.32131e-31,0.116247,2.52515e-19,1.41387e-24,1.92873e-13,2.24454e-16,2.40795e-33,5.9909e-21,1.57916e-20,2.66536e-25,1.05488e-06,1.03244e-21,5.1562e-18,6.74569e-20,8.99865e-19,3.12334e-15,3.86334e-27,1.22179e-22,8.90741e-24,7.21001e-18,2.28375e-16,5.43209e-27,7.22216e-16,1.27369e-19,2.86677e-18,3.7296e-20,1.0496e-19,1.54903e-25,3.66681e-18,0.0458405,6.5512e-17,5.50913e-21,1.99364e-20,5.59118e-43,5.52542e-28,5.04599e-24,6.27318e-17,1.5439e-22,0.74355,3.84046e-20,1.82413e-20,4.20051e-16,3.37087e-22,3.65121e-18,-1.34094e-22,1.27344e-18,5.26919e-22,6.67982e-16,6.73206e-08,8.93376e-16,2.13452e-18,0.0956866,6.5679e-19,9.24575e-18,4.80065e-18,1.9665e-21,5.40479e-19,5.38472e-27,1.49796e-16,4.94185e-19,1.43371e-17,2.9747e-16,8.4506e-17,3.22207e-26,4.1011e-19,2.0539e-16,4.66918e-07,1.07898e-19,2.83579e-19,8.72392e+14,1.15808e-19,1.4988e-18,0.000121168,6.64822e-22,1.76386e-05,4.80537e-15,0.104349,5.24005e-18,5.63223e-05,5.70364e-18,6.33112e-08,2.79287e-18,1.56532e-20,1.70791e-22,2.85183e-16,1.51741e-22,1.82988e-20,-0.000529751,0,2.10302,0,0,0,1,0,3.37721e-05,0,0.0589353,,100000,0,0.223029
0.0968233,1554.87,9.99471e-22,2.65045e-21,1.89987e-24,1.04766e-15,3.35011e-16,0.000181457,1.82159e-21,3.10914e-22,4.75006e-20,1.96028e-20,3.88155e-13,3.06292e-19,8.19676e-19,5.01597e-24,1.23139e-16,-4.35212e-23,2.28979e-25,1.32648e-31,0.115564,2.40126e-19,1.46294e-24,1.82249e-13,2.34807e-16,2.44884e-33,5.83654e-21,1.60154e-20,2.72907e-25,1.01022e-06,1.04857e-21,5.40519e-18,6.89315e-20,9.3462e-19,3.26034e-15,3.84981e-27,1.26653e-22,9.26854e-24,7.34562e-18,2.40998e-16,5.4768e-27,6.80355e-16,1.2973e-19,2.99467e-18,3.72876e-20,1.05077e-19,1.61069e-25,3.81655e-18,0.0455842,6.87459e-17,5.3985e-21,2.02224e-20,5.56315e-43,5.31406e-28,5.24369e-24,6.26375e-17,1.56546e-22,0.743681,3.78445e-20,1.86064e-20,4.35206e-16,3.52644e-22,3.83808e-18,-1.14566e-22,1.3407e-18,5.15846e-22,6.96573e-16,6.7079e-08,9.37401e-16,2.19001e-18,0.0964838,6.70839e-19,9.29981e-18,5.0171e-18,2.05254e-21,5.61305e-19,5.41385e-27,1.5396e-16,5.05415e-19,1.49737e-17,3.06147e-16,8.87048e-17,2.90126e-26,4.21201e-19,2.15183e-16,4.59938e-07,1.04056e-19,2.9379e-19,8.67993e+14,1.2006e-19,1.56533e-18,0.000118533,6.74277e-22,1.70046e-05,5.04533e-15,0.103981,5.25585e-18,5.61796e-05,5.87203e-18,6.02368e-08,2.89766e-18,1.49469e-20,1.72239e-22,3.01162e-16,1.42753e-22,1.86648e-20,-0.000521101,0,2.10742,0,0,0,1,0,3.36611e-05,0,0.05938,,100000,0,0.223915
0.0970347,1548.79,1.01183e-21,2.75944e-21,1.96587e-24,1.10246e-15,3.49735e-16,0.000175781,1.8007e-21,2.85312e-22,4.85644e-20,1.98395e-20,4.05988e-13,3.21588e-19,8.34787e-19,5.21854e-24,1.27039e-16,-3.68214e-23,2.38648e-25,1.32759e-31,0.114889,2.28413e-19,1.50917e-24,1.72015e-13,2.44886e-16,2.4816e-33,5.6906e-21,1.61912e-20,2.7849e-25,9.66704e-07,1.0616e-21,5.64712e-18,7.03612e-20,9.67792e-19,3.39316e-15,3.83636e-27,1.3095e-22,9.61368e-24,7.47667e-18,2.53432e-16,5.51921e-27,6.39988e-16,1.31712e-19,3.11903e-18,3.72812e-20,1.05209e-19,1.67032e-25,3.96106e-18,0.0453308,7.19053e-17,5.29314e-21,2.04478e-20,5.53513e-43,5.11337e-28,5.43202e-24,6.2551e-17,1.58231e-22,0.743811,3.7319e-20,1.89179e-20,4.49935e-16,3.67761e-22,4.0207e-18,-9.73166e-23,1.40663e-18,5.05394e-22,7.24585e-16,6.68409e-08,9.80763e-16,2.23953e-18,0.097272,6.8297e-19,9.35243e-18,5.22606e-18,2.13585e-21,5.81183e-19,5.42784e-27,1.57999e-16,5.15231e-19,1.559e-17,3.14559e-16,9.27988e-17,2.54335e-26,4.32076e-19,2.24747e-16,4.53094e-07,1.00418e-19,3.03756e-19,8.63675e+14,1.24155e-19,1.62977e-18,0.000115965,6.83498e-22,1.63871e-05,5.28005e-15,0.103618,5.27109e-18,5.60388e-05,6.03364e-18,5.72567e-08,2.99857e-18,1.42787e-20,1.73157e-22,3.16889e-16,1.34308e-22,1.8977e-20,-0.00051306,0,2.1118,0,0,0,1,0,3.3552e-05,0,0.0598254,,100000,0,0.22479
0.0972458,1542.79,1.0215e-21,2.865e-21,2.02863e-24,1.15632e-15,3.64097e-16,0.000170224,1.78116e-21,2.61323e-22,4.95788e-20,2.00663e-20,4.23518e-13,3.366e-19,8.4955e-19,5.41395e-24,1.30831e-16,-3.09759e-23,2.48017e-25,1.3252e-31,0.11422,2.17338e-19,1.55276e-24,1.62156e-13,2.54702e-16,2.50702e-33,5.55259e-21,1.63238e-20,2.83348e-25,9.24284e-07,1.07181e-21,5.88224e-18,7.17474e-20,9.99454e-19,3.52199e-15,3.82296e-27,1.3508e-22,9.94374e-24,7.60332e-18,2.65682e-16,5.5594e-27,6.01057e-16,1.33348e-19,3.23998e-18,3.72766e-20,1.05355e-19,1.72799e-25,4.10055e-18,0.0450804,7.49926e-17,5.19272e-21,2.06186e-20,5.52112e-43,4.92276e-28,5.61147e-24,6.24712e-17,1.59493e-22,0.743939,3.68258e-20,1.91804e-20,4.64254e-16,3.82458e-22,4.19926e-18,-8.21979e-23,1.47128e-18,4.95529e-22,7.52038e-16,6.66061e-08,1.02348e-15,2.28355e-18,0.0980515,6.93348e-19,9.40362e-18,5.42788e-18,2.21657e-21,6.00159e-19,5.42821e-27,1.61916e-16,5.2375e-19,1.61871e-17,3.22715e-16,9.67929e-17,2.25118e-26,4.4274e-19,2.3409e-16,4.46381e-07,9.69737e-20,3.13485e-19,8.59437e+14,1.28099e-19,1.69221e-18,0.000113461,6.92492e-22,1.57855e-05,5.50974e-15,0.103259,5.28574e-18,5.58998e-05,6.18875e-18,5.43673e-08,3.09578e-18,1.36464e-20,1.73608e-22,3.32375e-16,1.26373e-22,1.92401e-20,-0.000505378,0,2.11616,0,0,0,1,0,3.34445e-05,0,0.0602713,,100000,0,0.225655
0.0974568,1536.88,1.0288e-21,2.96729e-21,2.08833e-24,1.20924e-15,3.78106e-16,0.000164792,1.76306e-21,2.38937e-22,5.05474e-20,2.02845e-20,4.40745e-13,3.51337e-19,8.64e-19,5.60257e-24,1.34518e-16,-2.59608e-23,2.57099e-25,1.3199e-31,0.113559,2.06906e-19,1.59388e-24,1.52677e-13,2.64263e-16,2.52593e-33,5.42274e-21,1.64185e-20,2.87549e-25,8.82996e-07,1.07954e-21,6.11069e-18,7.30929e-20,1.02968e-18,3.64697e-15,3.80989e-27,1.39051e-22,1.02596e-23,7.72595e-18,2.77746e-16,5.59775e-27,5.63587e-16,1.34678e-19,3.35766e-18,3.72756e-20,1.05521e-19,1.78379e-25,4.23526e-18,0.0448329,7.80086e-17,5.09752e-21,2.07413e-20,5.49309e-43,4.74243e-28,5.78257e-24,6.2401e-17,1.60388e-22,0.744065,3.63667e-20,1.93991e-20,4.78179e-16,3.96753e-22,4.37389e-18,-6.91665e-23,1.53469e-18,4.86272e-22,7.78949e-16,6.63757e-08,1.06555e-15,2.32259e-18,0.0988221,7.02159e-19,9.45388e-18,5.6228e-18,2.29481e-21,6.18275e-19,5.4169e-27,1.65719e-16,5.31108e-19,1.67656e-17,3.30625e-16,1.00691e-16,2.06128e-26,4.53208e-19,2.43218e-16,4.39808e-07,9.37264e-20,3.2299e-19,8.55297e+14,1.319e-19,1.75273e-18,0.000111024,7.01294e-22,1.52005e-05,5.73452e-15,0.102905,5.30009e-18,5.57628e-05,6.33774e-18,5.1571e-08,3.18948e-18,1.30504e-20,1.73661e-22,3.47623e-16,1.18948e-22,1.94592e-20,-0.000497697,0,2.12053,0,0,0,1,0,3.33388e-05,0,0.0607179,,100000,0,0.226509
0.0976674,1531.09,1.03377e-21,3.06579e-21,2.14461e-24,1.26096e-15,3.91691e-16,0.000159523,1.7468e-21,2.18459e-22,5.14656e-20,2.04939e-20,4.57589e-13,3.65739e-19,8.78113e-19,5.78341e-24,1.38083e-16,-2.1873e-23,2.6585e-25,1.31197e-31,0.112908,1.97259e-19,1.63231e-24,1.43675e-13,2.73521e-16,2.53838e-33,5.30309e-21,1.6476e-20,2.91065e-25,8.43168e-07,1.08482e-21,6.33114e-18,7.43924e-20,1.05827e-18,3.76741e-15,3.79766e-27,1.42841e-22,1.05595e-23,7.84425e-18,2.89568e-16,5.63441e-27,5.27947e-16,1.35698e-19,3.47146e-18,3.7282e-20,1.05717e-19,1.83737e-25,4.36444e-18,0.0445893,8.09369e-17,5.00902e-21,2.08171e-20,5.46506e-43,4.57487e-28,5.94427e-24,6.23467e-17,1.60917e-22,0.744189,3.59508e-20,1.95733e-20,4.91644e-16,4.10576e-22,4.54376e-18,-5.84879e-23,1.59659e-18,4.7778e-22,8.052e-16,6.61519e-08,1.1068e-15,2.35647e-18,0.0995808,7.09383e-19,9.50374e-18,5.80968e-18,2.37016e-21,6.35413e-19,5.39469e-27,1.69391e-16,5.37281e-19,1.73227e-17,3.38253e-16,1.04474e-16,1.8983e-26,4.63446e-19,2.52087e-16,4.33426e-07,9.07224e-20,3.32229e-19,8.51312e+14,1.35538e-19,1.81102e-18,0.000108675,7.09907e-22,1.46368e-05,5.95332e-15,0.102558,5.3145e-18,5.56285e-05,6.47982e-18,4.88928e-08,3.27915e-18,1.24989e-20,1.73339e-22,3.62571e-16,1.12136e-22,1.96337e-20,-0.000489376,0,2.12486,0,0,0,1,0,3.3235e-05,0,0.0611644,,100000,0,0.227348
0.0978779,1525.36,1.03673e-21,3.16131e-21,2.19811e-24,1.31181e-15,4.04953e-16,0.00015436,1.73146e-21,1.99222e-22,5.23394e-20,2.06932e-20,4.7415e-13,3.79901e-19,8.91875e-19,5.95814e-24,1.41546e-16,-1.83358e-23,2.74344e-25,1.30167e-31,0.112263,1.881e-19,1.66853e-24,1.34983e-13,2.82545e-16,2.54541e-33,5.18923e-21,1.65015e-20,2.94007e-25,8.04293e-07,1.08798e-21,6.54538e-18,7.56494e-20,1.08553e-18,3.88429e-15,3.78512e-27,1.46486e-22,1.08467e-23,7.95822e-18,3.01219e-16,5.66878e-27,4.93516e-16,1.36455e-19,3.58225e-18,3.7286e-20,1.05915e-19,1.88918e-25,4.4892e-18,0.0443485,8.37987e-17,4.92407e-21,2.08523e-20,5.45105e-43,4.41494e-28,6.09839e-24,6.22918e-17,1.61133e-22,0.744312,3.55577e-20,1.97098e-20,5.04734e-16,4.24035e-22,4.71008e-18,-4.92118e-23,1.65738e-18,4.69723e-22,8.30942e-16,6.59305e-08,1.14744e-15,2.38605e-18,0.100331,7.15268e-19,9.55153e-18,5.99023e-18,2.44325e-21,6.51761e-19,5.36252e-27,1.72947e-16,5.42458e-19,1.78628e-17,3.45637e-16,1.0817e-16,1.74544e-26,4.73483e-19,2.60757e-16,4.27156e-07,8.78643e-20,3.41255e-19,8.47377e+14,1.39042e-19,1.86756e-18,0.00010638,7.18276e-22,1.40869e-05,6.16765e-15,0.102215,5.32789e-18,5.54958e-05,6.61606e-18,4.62919e-08,3.36555e-18,1.19748e-20,1.72686e-22,3.77309e-16,1.05713e-22,1.97704e-20,-0.000480556,0,2.12915,0,0,0,1,0,3.3133e-05,0,0.0616116,,100000,0,0.228178
0.0980882,1519.71,1.03786e-21,3.254e-21,2.24898e-24,1.36183e-15,4.17903e-16,0.0001493,1.71698e-21,1.81159e-22,5.31709e-20,2.0883e-20,4.90435e-13,3.93833e-19,9.05299e-19,6.12705e-24,1.44911e-16,-1.52909e-23,2.82596e-25,1.28932e-31,0.111625,1.79404e-19,1.70269e-24,1.26592e-13,2.91344e-16,2.54759e-33,5.08087e-21,1.6498e-20,2.96425e-25,7.66347e-07,1.08924e-21,6.75362e-18,7.68652e-20,1.11152e-18,3.99777e-15,3.77229e-27,1.49991e-22,1.11219e-23,8.06802e-18,3.12703e-16,5.701e-27,4.60253e-16,1.36972e-19,3.69014e-18,3.72874e-20,1.06114e-19,1.93929e-25,4.60974e-18,0.0441102,8.65958e-17,4.84252e-21,2.08508e-20,5.42303e-43,4.26227e-28,6.24532e-24,6.22362e-17,1.61071e-22,0.744433,3.51863e-20,1.98118e-20,5.17463e-16,4.37145e-22,4.87301e-18,-4.11951e-23,1.71712e-18,4.62081e-22,8.56195e-16,6.57115e-08,1.1875e-15,2.41168e-18,0.101074,7.19932e-19,9.59735e-18,6.16472e-18,2.51417e-21,6.67354e-19,5.32149e-27,1.76394e-16,5.46725e-19,1.83869e-17,3.52788e-16,1.11783e-16,1.56923e-26,4.83326e-19,2.69238e-16,4.20995e-07,8.51449e-20,3.50076e-19,8.43493e+14,1.42419e-19,1.92244e-18,0.000104139,7.26413e-22,1.35503e-05,6.37768e-15,0.101877,5.34029e-18,5.53647e-05,6.74671e-18,4.37661e-08,3.44883e-18,1.14768e-20,1.71741e-22,3.91844e-16,9.96586e-23,1.98724e-20,-0.000472054,0,2.13339,0,0,0,1,0,3.3033e-05,0,0.0620593,,100000,0,0.228999
0.0982983,1514.13,1.03745e-21,3.34405e-21,2.29744e-24,1.41103e-15,4.3056e-16,0.000144342,1.70339e-21,1.64221e-22,5.3964e-20,2.10642e-20,5.06455e-13,4.07551e-19,9.18421e-19,6.29061e-24,1.48185e-16,-1.26917e-23,2.90624e-25,1.27535e-31,0.110993,1.71159e-19,1.735e-24,1.18496e-13,2.99933e-16,2.54564e-33,4.97799e-21,1.64699e-20,2.98384e-25,7.2932e-07,1.08886e-21,6.9562e-18,7.80434e-20,1.13635e-18,4.10806e-15,3.75937e-27,1.53367e-22,1.13861e-23,8.17409e-18,3.24025e-16,5.73138e-27,4.28136e-16,1.37282e-19,3.79534e-18,3.72878e-20,1.06318e-19,1.98782e-25,4.72636e-18,0.0438745,8.93313e-17,4.76443e-21,2.08182e-20,5.40901e-43,4.11677e-28,6.38566e-24,6.21818e-17,1.60778e-22,0.744553,3.48369e-20,1.98839e-20,5.29858e-16,4.49932e-22,5.03275e-18,-3.43244e-23,1.77587e-18,4.54854e-22,8.80988e-16,6.54953e-08,1.227e-15,2.43385e-18,0.101809,7.2354e-19,9.64161e-18,6.33356e-18,2.58309e-21,6.82248e-19,5.27315e-27,1.79738e-16,5.50202e-19,1.88959e-17,3.59721e-16,1.15319e-16,1.36296e-26,4.92992e-19,2.77539e-16,4.14947e-07,8.25621e-20,3.58707e-19,8.3967e+14,1.45678e-19,1.97575e-18,0.000101951,7.3435e-22,1.3027e-05,6.58366e-15,0.101542,5.35195e-18,5.52352e-05,6.87223e-18,4.13141e-08,3.52922e-18,1.10042e-20,1.7056e-22,4.06188e-16,9.39601e-23,1.99445e-20,-0.000464577,0,2.13757,0,0,0,1,0,3.29347e-05,0,0.0625077,,100000,0,0.229811
0.0985084,1508.63,1.03579e-21,3.43161e-21,2.34369e-24,1.45941e-15,4.42933e-16,0.000139495,1.69086e-21,1.48438e-22,5.47229e-20,2.12385e-20,5.22211e-13,4.21062e-19,9.31293e-19,6.44916e-24,1.51374e-16,-1.05226e-23,2.98443e-25,1.26029e-31,0.110368,1.63392e-19,1.76564e-24,1.1071e-13,3.0832e-16,2.54038e-33,4.88116e-21,1.64225e-20,2.99952e-25,6.93271e-07,1.08718e-21,7.15325e-18,7.91877e-20,1.16008e-18,4.2153e-15,3.74678e-27,1.56625e-22,1.16404e-23,8.27695e-18,3.35184e-16,5.76044e-27,3.97223e-16,1.37423e-19,3.89796e-18,3.72905e-20,1.06535e-19,2.03482e-25,4.83929e-18,0.0436414,9.20061e-17,4.6903e-21,2.07611e-20,5.38099e-43,3.97904e-28,6.51991e-24,6.21336e-17,1.60304e-22,0.744672,3.45128e-20,1.99313e-20,5.41936e-16,4.62412e-22,5.18942e-18,-2.85664e-23,1.83366e-18,4.48089e-22,9.05339e-16,6.52833e-08,1.26593e-15,2.45307e-18,0.102536,7.26271e-19,9.68508e-18,6.49701e-18,2.65011e-21,6.96491e-19,5.21942e-27,1.82989e-16,5.53018e-19,1.93908e-17,3.66452e-16,1.1878e-16,1.15863e-26,5.02498e-19,2.85666e-16,4.09026e-07,8.01264e-20,3.67159e-19,8.3594e+14,1.48827e-19,2.0276e-18,9.98213e-05,7.42135e-22,1.2518e-05,6.78569e-15,0.101213,5.3633e-18,5.51075e-05,6.99303e-18,3.89406e-08,3.60692e-18,1.05586e-20,1.69207e-22,4.20341e-16,8.86318e-23,1.99918e-20,-0.000458778,0,2.1417,0,0,0,1,0,3.28378e-05,0,0.0629567,,100000,0,0.230612
0.098718,1503.23,1.03274e-21,3.51612e-21,2.38725e-24,1.50675e-15,4.54952e-16,0.000134783,1.67944e-21,1.33955e-22,5.54393e-20,2.14036e-20,5.37627e-13,4.34311e-19,9.43823e-19,6.60161e-24,1.54455e-16,-8.77562e-24,3.06005e-25,1.25706e-31,0.109752,1.56161e-19,1.79429e-24,1.03289e-13,3.16455e-16,2.53146e-33,4.791e-21,1.63535e-20,3.01076e-25,6.5841e-07,1.08404e-21,7.34343e-18,8.02884e-20,1.18248e-18,4.31878e-15,3.73439e-27,1.59738e-22,1.18825e-23,8.37563e-18,3.46129e-16,5.78767e-27,3.67736e-16,1.37373e-19,3.99737e-18,3.72939e-20,1.06762e-19,2.07996e-25,4.94767e-18,0.0434119,9.46043e-17,4.62054e-21,2.06766e-20,5.35296e-43,3.85002e-28,6.64681e-24,6.20893e-17,1.60051e-22,0.744789,3.42159e-20,1.99507e-20,5.53617e-16,4.74511e-22,5.34222e-18,-2.39066e-23,1.89023e-18,4.41835e-22,9.29123e-16,6.5076e-08,1.30414e-15,2.46892e-18,0.103252,7.28015e-19,9.72711e-18,6.65385e-18,2.7148e-21,7.09943e-19,5.15982e-27,1.86121e-16,5.55086e-19,1.98681e-17,3.72927e-16,1.22149e-16,1.02023e-26,5.11792e-19,2.93575e-16,4.03259e-07,7.78552e-20,3.75386e-19,8.32312e+14,1.51842e-19,2.07762e-18,9.77616e-05,7.49704e-22,1.20262e-05,6.98274e-15,0.100889,5.37401e-18,5.49821e-05,7.108e-18,3.66608e-08,3.6813e-18,1.01435e-20,1.68529e-22,4.3425e-16,8.37187e-23,2.0011e-20,-0.000453823,0,2.14584,0,0,0,1,0,3.27422e-05,0,0.0634057,,100000,0,0.231401
