Time,T,A2C2HB*,C2H3O,N-A1C2H2,NAPHTHYNE,C6H5OH,OH,CH2*,C5H3,C2H3,N-C6H5,C-C6H4,C5H5O,CH3,C2H5,H2C4O,A4-,C2H6,A2C2H2,CO2,C5H2,A1C2H3*,HCO,C4H4,A3C2H2,C4H,A3-1,A3C2H,H2,A2C2HA*,A1C2H)2,L-C6H6,A1C2H-,A1-,N-C6H7,C-C6H7,A1C2H3,N-C4H3,P2,C6H8,CH2O,A3,C4H6,C3H2,CH2,P2-H,C3H3,H2O,P2-,I-C6H5,A3-4,AR,I-C6H7,I-A1C2H2,C6H2,A2R5,N2,C2H,A2C2HA,CH2CO,C4H612,C2H4,A4,C5H4OH,CH2OH,C2H2,H2O2,HCCOH,A2,O2,A2-2,HCCO,A1C2H,AC3H4,A1C2H*,A2C2H)2,C4H2,A2-1,PC3H4,L-C6H4,C6H5O,C,CH4,C5H5,HO2,C2O,CH3OH,M0,I-C4H5,C5H6,CO,CH3O,O,A1,thermalConductivity,C6H3,mu,I-C4H3,H,N-C4H5,C6H,A2R5-,C5H4O,CH,A2C2HB,U:0,U:1,U:2,Vorticity:0,AngularVelocity,Normals:0,Normals:1,Normals:2,Points:0,Points:1,Points:2,,p,wdotA4,rho
0.0765256,1320.04,1.24253e-19,2.97297e-20,5.45234e-23,8.5105e-15,1.41661e-15,4.62442e-05,1.05905e-21,5.36878e-24,4.82927e-20,1.04318e-20,1.06076e-12,1.55279e-17,2.50139e-18,9.81625e-23,2.71894e-16,1.60286e-23,4.10996e-23,1.8711e-29,0.0897127,2.72685e-20,1.96784e-22,1.55122e-14,1.30547e-15,3.83582e-31,1.49062e-21,1.99628e-18,1.08862e-22,1.53444e-07,1.33724e-19,1.33588e-17,5.03512e-20,7.65558e-18,1.22104e-14,1.48392e-27,4.92245e-22,2.11399e-21,1.03196e-17,1.31049e-15,1.46826e-25,5.30743e-17,3.10746e-17,1.67853e-17,1.57195e-20,9.77404e-20,3.60532e-25,1.40189e-17,0.0357957,2.15396e-16,1.34732e-21,2.6832e-18,4.58225e-43,8.2766e-28,2.26341e-22,2.202e-17,1.49982e-19,0.748668,1.81198e-20,4.58854e-18,1.55918e-15,1.56215e-21,8.35829e-17,7.68428e-23,2.7228e-17,3.59285e-22,4.9684e-15,6.63133e-08,7.84995e-15,3.92551e-16,0.126627,6.45011e-17,6.55969e-18,1.16658e-16,3.70851e-20,5.71177e-18,2.64178e-27,2.32214e-16,4.72324e-17,1.18113e-16,2.92052e-16,1.37704e-15,-8.87497e-28,6.97102e-18,9.10517e-16,3.09179e-07,2.16789e-20,2.48794e-18,7.39338e+14,2.07219e-19,8.7214e-18,7.26278e-05,1.75563e-21,3.67144e-06,3.54576e-14,0.0899162,2.08023e-18,5.05746e-05,5.85781e-18,6.50599e-09,8.55882e-18,1.92269e-21,7.02758e-20,2.01419e-15,1.54694e-23,4.59696e-18,-0.0133673,1.3976e-20,2.23534,2.17289e-12,-1.75954e-14,-1.03029e-16,-1,-6.17607e-19,0.00129177,3.66032e-23,0.0793805,,100000,0,0.264187
0.0767232,1316.6,1.25714e-19,3.00946e-20,5.49504e-23,8.6886e-15,1.43085e-15,4.51872e-05,1.04164e-21,5.06812e-24,4.76854e-20,1.01327e-20,1.07059e-12,1.58392e-17,2.51926e-18,9.9249e-23,2.73026e-16,1.83525e-23,4.15769e-23,1.87865e-29,0.0893491,2.58907e-20,1.98125e-22,1.50517e-14,1.32115e-15,3.8637e-31,1.43392e-21,2.01783e-18,1.10608e-22,1.49435e-07,1.35302e-19,1.3427e-17,4.93169e-20,7.72098e-18,1.23036e-14,1.43427e-27,4.94856e-22,2.1379e-21,1.02909e-17,1.33406e-15,1.48421e-25,5.20197e-17,3.1536e-17,1.69776e-17,1.52059e-20,9.68766e-20,3.61776e-25,1.40959e-17,0.0356559,2.17501e-16,1.28923e-21,2.7124e-18,4.56823e-43,8.28175e-28,2.28351e-22,2.11206e-17,1.52035e-19,0.748739,1.77496e-20,4.6612e-18,1.573e-15,1.5729e-21,8.5124e-17,8.20181e-23,2.77298e-17,3.56099e-22,5.04597e-15,6.62727e-08,8.01187e-15,3.98163e-16,0.127052,6.51613e-17,6.44959e-18,1.18336e-16,3.75527e-20,5.7639e-18,2.60841e-27,2.31746e-16,4.77153e-17,1.19486e-16,2.88067e-16,1.39876e-15,-1.77498e-27,7.06701e-18,9.20577e-16,3.07731e-07,2.08562e-20,2.52128e-18,7.37239e+14,2.06362e-19,8.79941e-18,7.24028e-05,1.76322e-21,3.58182e-06,3.59855e-14,0.0897101,2.00286e-18,5.04902e-05,5.77497e-18,6.30621e-09,8.59587e-18,1.82621e-21,7.08873e-20,2.04729e-15,1.48408e-23,4.66975e-18,-0.0132336,0,2.23844,1.58464e-12,-2.75115e-15,6.99419e-17,-1,4.14459e-19,0.00128914,3.52134e-23,0.0798221,,100000,0,0.264862
0.0769208,1313.18,1.27117e-19,3.04486e-20,5.53516e-23,8.86565e-15,1.44476e-15,4.41431e-05,1.02449e-21,4.77798e-24,4.70837e-20,9.83964e-21,1.08038e-12,1.61463e-17,2.53668e-18,1.00296e-22,2.74123e-16,1.6206e-23,4.20794e-23,1.88579e-29,0.0889877,2.45538e-20,1.99475e-22,1.45996e-14,1.33646e-15,3.88987e-31,1.37859e-21,2.03843e-18,1.12313e-22,1.45482e-07,1.36818e-19,1.34939e-17,4.83003e-20,7.78318e-18,1.23936e-14,1.38577e-27,4.97315e-22,2.16207e-21,1.02617e-17,1.3575e-15,1.50099e-25,5.09836e-17,3.19841e-17,1.71661e-17,1.47033e-20,9.60177e-20,3.62976e-25,1.41688e-17,0.0355171,2.1958e-16,1.23255e-21,2.74032e-18,4.55422e-43,8.29184e-28,2.30256e-22,2.02409e-17,1.54067e-19,0.74881,1.73862e-20,4.73197e-18,1.58644e-15,1.58322e-21,8.66411e-17,6.21144e-23,2.82231e-17,3.52945e-22,5.12234e-15,6.6229e-08,8.17258e-15,4.03593e-16,0.127475,6.57883e-17,6.34114e-18,1.19964e-16,3.80131e-20,5.81355e-18,2.57646e-27,2.31269e-16,4.81739e-17,1.20817e-16,2.84143e-16,1.42e-15,-2.13574e-27,7.16314e-18,9.30436e-16,3.06288e-07,2.00539e-20,2.55403e-18,7.3517e+14,2.05487e-19,8.87458e-18,7.21785e-05,1.7705e-21,3.4935e-06,3.6504e-14,0.0895056,1.92719e-18,5.04065e-05,5.69298e-18,6.10986e-09,8.63085e-18,1.73254e-21,7.14743e-20,2.07996e-15,1.4229e-23,4.74064e-18,-0.0131047,0,2.24155,0,5.59802e-17,-4.45567e-17,-1,-2.55175e-19,0.00128654,3.74394e-23,0.0802645,,100000,0,0.265533
0.0771185,1309.81,1.28436e-19,3.07865e-20,5.57173e-23,9.04089e-15,1.45819e-15,4.31207e-05,1.00782e-21,4.50428e-24,4.64936e-20,9.55659e-21,1.0901e-12,1.64454e-17,2.55336e-18,1.01286e-22,2.75174e-16,9.00585e-24,4.25176e-23,1.89183e-29,0.08863,2.32816e-20,2.0077e-22,1.41614e-14,1.35123e-15,3.91357e-31,1.32546e-21,2.05771e-18,1.13954e-22,1.41624e-07,1.38244e-19,1.3559e-17,4.73135e-20,7.84104e-18,1.24792e-14,1.33913e-27,4.99576e-22,2.18482e-21,1.02323e-17,1.38073e-15,1.51632e-25,4.99778e-17,3.24124e-17,1.73472e-17,1.42185e-20,9.51717e-20,3.64122e-25,1.4236e-17,0.0353797,2.2162e-16,1.17813e-21,2.76645e-18,4.54021e-43,8.29612e-28,2.32012e-22,1.93932e-17,1.56012e-19,0.74888,1.7034e-20,4.79988e-18,1.59937e-15,1.59289e-21,8.81191e-17,1.01459e-23,2.87038e-17,3.49841e-22,5.19684e-15,6.61818e-08,8.33128e-15,4.08759e-16,0.127893,6.63703e-17,6.23563e-18,1.21522e-16,3.84519e-20,5.85979e-18,2.54682e-27,2.30792e-16,4.85996e-17,1.22087e-16,2.80328e-16,1.44055e-15,-6.80572e-28,7.25615e-18,9.40004e-16,3.04859e-07,1.92845e-20,2.58568e-18,7.33163e+14,2.04589e-19,8.94572e-18,7.19569e-05,1.77726e-21,3.40734e-06,3.70087e-14,0.0893039,1.85427e-18,5.03239e-05,5.61268e-18,5.91915e-09,8.66314e-18,1.6433e-21,7.20283e-20,2.11196e-15,1.36439e-23,4.80866e-18,-0.0129769,-2.11758e-22,2.24467,-2.93762e-13,1.73783e-14,-2.90529e-17,-1,-1.61519e-19,0.00128397,3.99192e-23,0.0807077,,100000,0,0.266196
0.0773159,1306.48,1.2969e-19,3.11121e-20,5.60562e-23,9.2146e-15,1.47123e-15,4.21147e-05,9.91469e-22,4.24208e-24,4.59114e-20,9.28077e-21,1.09975e-12,1.67379e-17,2.56932e-18,1.0223e-22,2.7619e-16,1.56615e-24,4.28848e-23,1.89675e-29,0.0882754,2.20554e-20,2.01933e-22,1.37335e-14,1.3656e-15,3.93529e-31,1.27392e-21,2.07595e-18,1.15541e-22,1.37837e-07,1.39601e-19,1.36226e-17,4.63484e-20,7.8956e-18,1.25616e-14,1.29382e-27,5.01687e-22,2.20575e-21,1.02026e-17,1.40377e-15,1.52965e-25,4.89936e-17,3.2825e-17,1.75221e-17,1.37465e-20,9.43338e-20,3.65226e-25,1.4299e-17,0.0352435,2.2363e-16,1.12534e-21,2.79121e-18,4.52619e-43,8.29135e-28,2.33655e-22,1.85685e-17,1.57863e-19,0.74895,1.66898e-20,4.86553e-18,1.61188e-15,1.60203e-21,8.9565e-17,-3.21452e-23,2.91748e-17,3.46755e-22,5.26983e-15,6.61319e-08,8.48832e-15,4.13723e-16,0.128307,6.69186e-17,6.13222e-18,1.23025e-16,3.88694e-20,5.90346e-18,2.51862e-27,2.30311e-16,4.90005e-17,1.23311e-16,2.7659e-16,1.46055e-15,-1.72198e-25,7.34503e-18,9.49342e-16,3.03442e-07,1.85387e-20,2.61633e-18,7.31197e+14,2.0367e-19,9.0138e-18,7.17371e-05,1.78352e-21,3.3228e-06,3.75025e-14,0.0891044,1.78334e-18,5.02422e-05,5.5336e-18,5.7326e-09,8.69334e-18,1.55722e-21,7.25521e-20,2.14345e-15,1.30779e-23,4.87442e-18,-0.0128461,-2.79521e-20,2.24778,-4.2714e-14,1.01436e-15,-1.7566e-16,-1,-1.00056e-18,0.00128142,4.31526e-23,0.0811508,,100000,0,0.266853
0.0775134,1303.17,1.30893e-19,3.14279e-20,5.63735e-23,9.38732e-15,1.48398e-15,4.11209e-05,9.75363e-22,3.98904e-24,4.5335e-20,9.01056e-21,1.10937e-12,1.70257e-17,2.58468e-18,1.03138e-22,2.77178e-16,-4.4182e-24,4.32011e-23,1.90078e-29,0.0879228,2.08654e-20,2.02982e-22,1.33134e-14,1.37964e-15,3.95543e-31,1.22361e-21,2.09335e-18,1.17086e-22,1.34103e-07,1.40902e-19,1.3685e-17,4.54e-20,7.9475e-18,1.26414e-14,1.24956e-27,5.03679e-22,2.22527e-21,1.01727e-17,1.4267e-15,1.54147e-25,4.80261e-17,3.32252e-17,1.7692e-17,1.32846e-20,9.35016e-20,3.66295e-25,1.43584e-17,0.0351082,2.25618e-16,1.07383e-21,2.81485e-18,4.51218e-43,8.2797e-28,2.35207e-22,1.7762e-17,1.59641e-19,0.749019,1.63518e-20,4.9294e-18,1.62407e-15,1.61073e-21,9.09862e-17,-5.68259e-23,2.96383e-17,3.4368e-22,5.34168e-15,6.60795e-08,8.64424e-15,4.18526e-16,0.12872,6.74397e-17,6.0304e-18,1.24485e-16,3.927e-20,5.94504e-18,2.49154e-27,2.29827e-16,4.93815e-17,1.24499e-16,2.72913e-16,1.48014e-15,-3.61493e-25,7.43061e-18,9.58501e-16,3.02031e-07,1.78113e-20,2.64621e-18,7.29262e+14,2.02733e-19,9.07945e-18,7.15186e-05,1.78937e-21,3.23948e-06,3.7988e-14,0.0889064,1.71396e-18,5.01611e-05,5.45542e-18,5.54923e-09,8.72186e-18,1.47363e-21,7.30504e-20,2.17454e-15,1.25268e-23,4.9384e-18,-0.0127092,2.79521e-20,2.2509,-1.96212e-12,9.98694e-15,7.0556e-17,-1,4.02214e-19,0.0012789,4.28583e-23,0.0815948,,100000,0,0.267504
0.077711,1299.9,1.32029e-19,3.17315e-20,5.66638e-23,9.55866e-15,1.49635e-15,4.0143e-05,9.59567e-22,3.74741e-24,4.47662e-20,8.74747e-21,1.11892e-12,1.73077e-17,2.59928e-18,1.04e-22,2.7813e-16,-5.88676e-24,4.34676e-23,1.90374e-29,0.0875731,1.9721e-20,2.03874e-22,1.29033e-14,1.39328e-15,3.97357e-31,1.17487e-21,2.10969e-18,1.18577e-22,1.30439e-07,1.42132e-19,1.3746e-17,4.44729e-20,7.99602e-18,1.27179e-14,1.2066e-27,5.05519e-22,2.24309e-21,1.01426e-17,1.44946e-15,1.55162e-25,4.70798e-17,3.36098e-17,1.78559e-17,1.28353e-20,9.26767e-20,3.67321e-25,1.44136e-17,0.0349739,2.27575e-16,1.02393e-21,2.83707e-18,4.49817e-43,8.2607e-28,2.36646e-22,1.69783e-17,1.61329e-19,0.749087,1.60216e-20,4.99101e-18,1.63585e-15,1.61887e-21,9.23759e-17,-4.4228e-23,3.00921e-17,3.4062e-22,5.41206e-15,6.60242e-08,8.79864e-15,4.23126e-16,0.129128,6.79263e-17,5.93062e-18,1.2589e-16,3.96498e-20,5.98398e-18,2.46578e-27,2.29339e-16,4.9737e-17,1.25642e-16,2.69311e-16,1.49919e-15,-3.62694e-25,7.51204e-18,9.67428e-16,3.0063e-07,1.71072e-20,2.67509e-18,7.27368e+14,2.01774e-19,9.14205e-18,7.13016e-05,1.79471e-21,3.15773e-06,3.8463e-14,0.0887104,1.64654e-18,5.00809e-05,5.3784e-18,5.36994e-09,8.74824e-18,1.39318e-21,7.35144e-20,2.20513e-15,1.19945e-23,5.00011e-18,-0.0125594,1.77877e-20,2.254,4.24326e-13,-1.00651e-14,-2.31778e-16,-1,-1.28932e-18,0.0012764,4.66864e-23,0.0820395,,100000,0,0.26815
0.0779083,1296.67,1.33082e-19,3.20191e-20,5.69191e-23,9.72811e-15,1.50823e-15,3.91837e-05,9.44073e-22,3.51797e-24,4.42035e-20,8.49211e-21,1.12839e-12,1.75823e-17,2.61287e-18,1.04804e-22,2.79028e-16,-5.76906e-24,4.36893e-23,1.90536e-29,0.0872272,1.86259e-20,2.04581e-22,1.25042e-14,1.40637e-15,3.98913e-31,1.12782e-21,2.12466e-18,1.19999e-22,1.26853e-07,1.43271e-19,1.38047e-17,4.35689e-20,8.04013e-18,1.27899e-14,1.16506e-27,5.07157e-22,2.25897e-21,1.01115e-17,1.47199e-15,1.56011e-25,4.61561e-17,3.39742e-17,1.80121e-17,1.23998e-20,9.18551e-20,3.6828e-25,1.4463e-17,0.0348412,2.2949e-16,9.75814e-22,2.85745e-18,4.48416e-43,8.23447e-28,2.37938e-22,1.62201e-17,1.62907e-19,0.749155,1.56996e-20,5.04971e-18,1.64708e-15,1.62629e-21,9.37247e-17,-3.54338e-23,3.05333e-17,3.37557e-22,5.4805e-15,6.59645e-08,8.95096e-15,4.27466e-16,0.129533,6.83683e-17,5.83286e-18,1.27225e-16,4.00045e-20,6.0195e-18,2.44109e-27,2.28837e-16,5.00599e-17,1.26725e-16,2.65788e-16,1.51755e-15,-1.50995e-25,7.58842e-18,9.7605e-16,2.99235e-07,1.64283e-20,2.70268e-18,7.25502e+14,2.00781e-19,9.20065e-18,7.10855e-05,1.79935e-21,3.07776e-06,3.8924e-14,0.0885169,1.58129e-18,5.00017e-05,5.30244e-18,5.19523e-09,8.7717e-18,1.31613e-21,7.3931e-20,2.23506e-15,1.14825e-23,5.05891e-18,-0.0123888,8.47033e-22,2.25707,-1.43642e-12,3.04651e-14,1.61173e-17,-1,8.67558e-20,0.00127394,4.44933e-23,0.0824842,,100000,0,0.268788
0.0781057,1293.46,1.34075e-19,3.22959e-20,5.71495e-23,9.8966e-15,1.51977e-15,3.82345e-05,9.28758e-22,3.30212e-24,4.36425e-20,8.24115e-21,1.13781e-12,1.78522e-17,2.62578e-18,1.05568e-22,2.79893e-16,-5.15374e-24,4.38843e-23,1.90602e-29,0.0868833,1.75929e-20,2.05163e-22,1.21113e-14,1.41911e-15,4.00283e-31,1.08178e-21,2.13868e-18,1.21375e-22,1.23312e-07,1.44347e-19,1.38618e-17,4.26777e-20,8.08114e-18,1.28588e-14,1.12432e-27,5.08648e-22,2.27357e-21,1.00795e-17,1.4944e-15,1.56756e-25,4.52447e-17,3.43249e-17,1.81632e-17,1.19722e-20,9.10343e-20,3.69189e-25,1.45083e-17,0.0347093,2.31378e-16,9.28743e-22,2.87656e-18,4.47014e-43,8.20359e-28,2.39126e-22,1.55028e-17,1.64411e-19,0.749222,1.53851e-20,5.10645e-18,1.65793e-15,1.6332e-21,9.50473e-17,-2.82787e-23,3.09665e-17,3.34485e-22,5.54775e-15,6.59011e-08,9.10217e-15,4.31629e-16,0.129934,6.87791e-17,5.73619e-18,1.28512e-16,4.03424e-20,6.05261e-18,2.4169e-27,2.2832e-16,5.03599e-17,1.27768e-16,2.62306e-16,1.53546e-15,-3.47817e-27,7.66144e-18,9.8447e-16,2.97838e-07,1.57713e-20,2.72943e-18,7.23644e+14,1.99758e-19,9.25648e-18,7.08688e-05,1.80351e-21,2.99876e-06,3.93761e-14,0.0883247,1.5173e-18,4.9923e-05,5.22691e-18,5.02312e-09,8.79302e-18,1.2434e-21,7.43134e-20,2.26458e-15,1.09833e-23,5.11574e-18,-0.0122178,0,2.2601,5.2788e-13,-2.28669e-14,-1.38107e-16,-1,-7.48291e-19,0.00127152,4.51513e-23,0.0829297,,100000,0,0.269423
0.0783031,1290.28,1.35008e-19,3.25614e-20,5.7354e-23,1.00641e-14,1.53096e-15,3.72952e-05,9.13627e-22,3.10225e-24,4.30824e-20,7.99451e-21,1.14718e-12,1.81176e-17,2.638e-18,1.06289e-22,2.80722e-16,-4.26445e-24,4.40532e-23,1.90569e-29,0.0865413,1.66346e-20,2.05617e-22,1.17245e-14,1.43147e-15,4.01461e-31,1.03672e-21,2.1517e-18,1.22702e-22,1.19813e-07,1.45358e-19,1.39172e-17,4.17989e-20,8.1189e-18,1.29245e-14,1.08437e-27,5.09985e-22,2.28687e-21,1.00465e-17,1.51671e-15,1.574e-25,4.43449e-17,3.46615e-17,1.83092e-17,1.15524e-20,9.02143e-20,3.70045e-25,1.45493e-17,0.0345781,2.33238e-16,8.8271e-22,2.89433e-18,4.45613e-43,8.16813e-28,2.40207e-22,1.48367e-17,1.65839e-19,0.749289,1.50791e-20,5.16117e-18,1.6684e-15,1.63959e-21,9.63432e-17,-2.24059e-23,3.13915e-17,3.314e-22,5.61378e-15,6.58337e-08,9.25225e-15,4.35609e-16,0.130334,6.91574e-17,5.64059e-18,1.29749e-16,4.0663e-20,6.08321e-18,2.39313e-27,2.27785e-16,5.06361e-17,1.28769e-16,2.58862e-16,1.55291e-15,-2.87138e-27,7.73102e-18,9.9268e-16,2.96439e-07,1.5139e-20,2.7553e-18,7.2179e+14,1.98702e-19,9.30942e-18,7.06514e-05,1.80717e-21,2.92073e-06,3.98189e-14,0.0881337,1.45456e-18,4.98448e-05,5.15173e-18,4.85356e-09,8.8121e-18,1.17589e-21,7.466e-20,2.29368e-15,1.04973e-23,5.17055e-18,-0.0120519,-4.69839e-21,2.26308,-5.92581e-13,2.29876e-14,-1.8665e-17,-1,-1.02535e-19,0.00126912,4.29989e-23,0.083376,,100000,0,0.270053
0.0785003,1287.14,1.3584e-19,3.28083e-20,5.75173e-23,1.02295e-14,1.54155e-15,3.63759e-05,8.98748e-22,2.90198e-24,4.2527e-20,7.75595e-21,1.15645e-12,1.83745e-17,2.649e-18,1.06942e-22,2.81475e-16,-3.3634e-24,4.41865e-23,1.90385e-29,0.0862037,1.56603e-20,2.05881e-22,1.13492e-14,1.44318e-15,4.02334e-31,9.9344e-22,2.16312e-18,1.23948e-22,1.164e-07,1.46261e-19,1.39696e-17,4.09441e-20,8.1514e-18,1.29847e-14,1.04587e-27,5.11076e-22,2.29816e-21,1.00121e-17,1.53875e-15,1.579e-25,4.34683e-17,3.49744e-17,1.84464e-17,1.1147e-20,8.93912e-20,3.70814e-25,1.45833e-17,0.0344486,2.35046e-16,8.38556e-22,2.90994e-18,4.44212e-43,8.12673e-28,2.41116e-22,1.41437e-17,1.67144e-19,0.749355,1.47758e-20,5.21246e-18,1.67821e-15,1.64512e-21,9.75916e-17,-1.78953e-23,3.18017e-17,3.28295e-22,5.67752e-15,6.57603e-08,9.39997e-15,4.39282e-16,0.130728,6.9483e-17,5.5468e-18,1.30903e-16,4.09559e-20,6.10974e-18,2.37013e-27,2.27225e-16,5.08738e-17,1.297e-16,2.55497e-16,1.56955e-15,1.42008e-30,7.79502e-18,1.00053e-15,2.95041e-07,1.45182e-20,2.77967e-18,7.19953e+14,1.97602e-19,9.3576e-18,7.04337e-05,1.81e-21,2.84458e-06,4.02453e-14,0.0879455,1.3941e-18,4.97678e-05,5.07747e-18,4.68888e-09,8.82759e-18,1.1072e-21,7.49484e-20,2.32201e-15,1.00313e-23,5.22193e-18,-0.0119298,-4.23516e-22,2.266,1.29558e-12,-2.14519e-14,-7.40268e-19,-1,-3.94157e-21,0.00126676,4.21716e-23,0.0838223,,100000,0,0.270676
0.0786976,1284.02,1.36619e-19,3.30451e-20,5.76578e-23,1.0394e-14,1.55182e-15,3.54658e-05,8.83918e-22,2.69866e-24,4.19726e-20,7.52132e-21,1.16568e-12,1.86273e-17,2.65931e-18,1.07558e-22,2.82182e-16,-2.52909e-24,4.43029e-23,1.9012e-29,0.0858679,1.46629e-20,2.06046e-22,1.09795e-14,1.45455e-15,4.03038e-31,9.51042e-22,2.17365e-18,1.2515e-22,1.13026e-07,1.47105e-19,1.40205e-17,4.01007e-20,8.18099e-18,1.3042e-14,1.00809e-27,5.1203e-22,2.30843e-21,9.97681e-18,1.5607e-15,1.5833e-25,4.26024e-17,3.52745e-17,1.8579e-17,1.07487e-20,8.85602e-20,3.71534e-25,1.46134e-17,0.0343198,2.36828e-16,7.95345e-22,2.92436e-18,4.4281e-43,8.08244e-28,2.41931e-22,1.34249e-17,1.68384e-19,0.74942,1.44715e-20,5.26191e-18,1.68764e-15,1.65019e-21,9.88158e-17,-1.39391e-23,3.22045e-17,3.25159e-22,5.74001e-15,6.56832e-08,9.54664e-15,4.42789e-16,0.131121,6.97796e-17,5.45366e-18,1.32012e-16,4.12342e-20,6.13401e-18,2.34744e-27,2.26649e-16,5.10902e-17,1.30593e-16,2.52167e-16,1.58576e-15,9.67301e-28,7.85609e-18,1.00818e-15,2.93641e-07,1.38994e-20,2.80322e-18,7.18117e+14,1.96474e-19,9.40318e-18,7.02152e-05,1.81234e-21,2.76932e-06,4.06633e-14,0.0877584,1.33479e-18,4.96912e-05,5.00355e-18,4.52655e-09,8.84106e-18,1.03685e-21,7.52046e-20,2.34994e-15,9.57404e-24,5.27145e-18,-0.0118248,-2.79521e-20,2.26893,3.02622e-13,-1.96273e-15,-1.5487e-16,-1,-8.07893e-19,0.00126442,4.29051e-23,0.0842693,,100000,0,0.271295
0.078895,1280.92,1.37345e-19,3.32722e-20,5.77768e-23,1.05576e-14,1.56179e-15,3.4565e-05,8.69166e-22,2.49625e-24,4.14199e-20,7.29068e-21,1.17486e-12,1.88761e-17,2.66897e-18,1.08138e-22,2.82848e-16,-1.76598e-24,4.44035e-23,1.89779e-29,0.0855339,1.3663e-20,2.06119e-22,1.06155e-14,1.46559e-15,4.03585e-31,9.09533e-22,2.18333e-18,1.2631e-22,1.09692e-07,1.47894e-19,1.40699e-17,3.92689e-20,8.20781e-18,1.30965e-14,9.7104e-28,5.12854e-22,2.31774e-21,9.94066e-18,1.58254e-15,1.58696e-25,4.17475e-17,3.55623e-17,1.87072e-17,1.03575e-20,8.77237e-20,3.72207e-25,1.46398e-17,0.0341918,2.38584e-16,7.53079e-22,2.93765e-18,4.41409e-43,8.03555e-28,2.42656e-22,1.26968e-17,1.69562e-19,0.749485,1.41682e-20,5.30959e-18,1.69671e-15,1.65481e-21,1.00016e-16,-1.05057e-23,3.26001e-17,3.22e-22,5.80133e-15,6.56027e-08,9.69228e-15,4.46137e-16,0.131511,7.00486e-17,5.36126e-18,1.33077e-16,4.14987e-20,6.15615e-18,2.32508e-27,2.26058e-16,5.12864e-17,1.31449e-16,2.48873e-16,1.60156e-15,4.17316e-28,7.91436e-18,1.01565e-15,2.92239e-07,1.32874e-20,2.82601e-18,7.16287e+14,1.95321e-19,9.4463e-18,6.99962e-05,1.81421e-21,2.69495e-06,4.1073e-14,0.0875725,1.27661e-18,4.9615e-05,4.93002e-18,4.36659e-09,8.85262e-18,9.66298e-22,7.54304e-20,2.3775e-15,9.12613e-24,5.31921e-18,-0.0117336,2.71051e-20,2.27186,-2.01477e-12,-5.33397e-15,-2.51733e-18,-1,-1.47705e-20,0.00126209,4.15389e-23,0.0847172,,100000,0,0.271911
0.0790925,1277.85,1.38003e-19,3.34866e-20,5.7869e-23,1.07198e-14,1.57135e-15,3.36799e-05,8.54692e-22,2.31484e-24,4.08731e-20,7.06657e-21,1.18397e-12,1.91192e-17,2.67785e-18,1.08672e-22,2.83476e-16,-1.12943e-24,4.44859e-23,1.89349e-29,0.0852029,1.27619e-20,2.06082e-22,1.02608e-14,1.47617e-15,4.03935e-31,8.69455e-22,2.19193e-18,1.27414e-22,1.06426e-07,1.4861e-19,1.41174e-17,3.84567e-20,8.23109e-18,1.31472e-14,9.35173e-28,5.13519e-22,2.32584e-21,9.90383e-18,1.60421e-15,1.58987e-25,4.09123e-17,3.58336e-17,1.88296e-17,9.97795e-21,8.68922e-20,3.72825e-25,1.46615e-17,0.0340649,2.40304e-16,7.12302e-22,2.94948e-18,4.41409e-43,7.98616e-28,2.43268e-22,1.20365e-17,1.70659e-19,0.74955,1.38763e-20,5.35487e-18,1.70533e-15,1.65885e-21,1.01184e-16,-7.73044e-24,3.29854e-17,3.18846e-22,5.86107e-15,6.55181e-08,9.83625e-15,4.49271e-16,0.131897,7.02821e-17,5.27069e-18,1.34085e-16,4.17453e-20,6.17553e-18,2.30341e-27,2.25454e-16,5.14565e-17,1.32257e-16,2.45646e-16,1.61681e-15,-3.88464e-28,7.96899e-18,1.02286e-15,2.90842e-07,1.27091e-20,2.84776e-18,7.14477e+14,1.94143e-19,9.48621e-18,6.97779e-05,1.81556e-21,2.6221e-06,4.14713e-14,0.0873886,1.22026e-18,4.95397e-05,4.85743e-18,4.21053e-09,8.86184e-18,9.02651e-22,7.56175e-20,2.4045e-15,8.69562e-24,5.36457e-18,-0.0116497,4.23516e-22,2.2748,-1.58942e-12,1.60288e-14,3.40225e-17,-1,1.75684e-19,0.00125979,4.12899e-23,0.0851659,,100000,0,0.272521
